time, Susceptible, Socially_distanced, Exposed, Infectious, J, Q, Recovered, R0
14638,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14639,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14640,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14641,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14642,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14643,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14644,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14645,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14646,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14647,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14648,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14649,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14650,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14651,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14652,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14653,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14654,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14655,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14656,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14657,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14658,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14659,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14660,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14661,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14662,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14663,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14664,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14665,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14666,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14667,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14668,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14669,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14670,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14671,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14672,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14673,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14674,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14675,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14676,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14677,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14678,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14679,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14680,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14681,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14682,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14683,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14684,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14685,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14686,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14687,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14688,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14689,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14690,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14691,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14692,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14693,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14694,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14695,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14696,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14697,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14698,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14699,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14700,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14701,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14702,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14703,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14704,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14705,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14706,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14707,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14708,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14709,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14710,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14711,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14712,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14713,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14714,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14715,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14716,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14717,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14718,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14719,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14720,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14721,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14722,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14723,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14724,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14725,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14726,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14727,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14728,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14729,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14730,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14731,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14732,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14733,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14734,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14735,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14736,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14737,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14738,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14739,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14740,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14741,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14742,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14743,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14744,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14745,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14746,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14747,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14748,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14749,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14750,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14751,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14752,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14753,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14754,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14755,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14756,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14757,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14758,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14759,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14760,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14761,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14762,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14763,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14764,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14765,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14766,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14767,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14768,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14769,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14770,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14771,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14772,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14773,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14774,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14775,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14776,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14777,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14778,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14779,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14780,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14781,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14782,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14783,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14784,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14785,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14786,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14787,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14788,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14789,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14790,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14791,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14792,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14793,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14794,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14795,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14796,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14797,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14798,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14799,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14800,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14801,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14802,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14803,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14804,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14805,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14806,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14807,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14808,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14809,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14810,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14811,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14812,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14813,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14814,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14815,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14816,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14817,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14818,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14819,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14820,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14821,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14822,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14823,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14824,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14825,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14826,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14827,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14828,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14829,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14830,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14831,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14832,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14833,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14834,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14835,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14836,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14837,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14838,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14839,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14840,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14841,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14842,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14843,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14844,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14845,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14846,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14847,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14848,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14849,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14850,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14851,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14852,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14853,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14854,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14855,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14856,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14857,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14858,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14859,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14860,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14861,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14862,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14863,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14864,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14865,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14866,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14867,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14868,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
14869,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
