time, Susceptible, Socially_distanced, Exposed, Infectious, J, Q, Recovered, R0
26450,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26451,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26452,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26453,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26454,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26455,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26456,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26457,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26458,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26459,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26460,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26461,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26462,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26463,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26464,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26465,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26466,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26467,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26468,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26469,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26470,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26471,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26472,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26473,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26474,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26475,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26476,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26477,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26478,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26479,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26480,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26481,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26482,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26483,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26484,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26485,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26486,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26487,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26488,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26489,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26490,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26491,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26492,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26493,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26494,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26495,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26496,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26497,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26498,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26499,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26500,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26501,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26502,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26503,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26504,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26505,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26506,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26507,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26508,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26509,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26510,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26511,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26512,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26513,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26514,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26515,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26516,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26517,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26518,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26519,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26520,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26521,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26522,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26523,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26524,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26525,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26526,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26527,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26528,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26529,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26530,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26531,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26532,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26533,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26534,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26535,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26536,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26537,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26538,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26539,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26540,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26541,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26542,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26543,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26544,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26545,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26546,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26547,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26548,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26549,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26550,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26551,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26552,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26553,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26554,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26555,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26556,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26557,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26558,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26559,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26560,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26561,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26562,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26563,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26564,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26565,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26566,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26567,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26568,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26569,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26570,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26571,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26572,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26573,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26574,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26575,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26576,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26577,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26578,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26579,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26580,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26581,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26582,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26583,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26584,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26585,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26586,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26587,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26588,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26589,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26590,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26591,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26592,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26593,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26594,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26595,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26596,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26597,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26598,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26599,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26600,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26601,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26602,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26603,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26604,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26605,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26606,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26607,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26608,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26609,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26610,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26611,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26612,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26613,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26614,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26615,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26616,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26617,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26618,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26619,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26620,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26621,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26622,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26623,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26624,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26625,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26626,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26627,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26628,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26629,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26630,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26631,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26632,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26633,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26634,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26635,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26636,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26637,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26638,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26639,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26640,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26641,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26642,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26643,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26644,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26645,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26646,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26647,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26648,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26649,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26650,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26651,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26652,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26653,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26654,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26655,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26656,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26657,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26658,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26659,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26660,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26661,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26662,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26663,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26664,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26665,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26666,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26667,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26668,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26669,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26670,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26671,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26672,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26673,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26674,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26675,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26676,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26677,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26678,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26679,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26680,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26681,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26682,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26683,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26684,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26685,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26686,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26687,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26688,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26689,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26690,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26691,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26692,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26693,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26694,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26695,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26696,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26697,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26698,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26699,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26700,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26701,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26702,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26703,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26704,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26705,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26706,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26707,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26708,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26709,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26710,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26711,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
26712,5e-324,185206049.11013284,1.5e-323,1e-323,5e-324,4.4e-323,154604691.75000018,5e-324
