time, S,E, I, J, Q, R
678,142334347.95328596,356887.90382694226,223404.1652830093,111789.45728131571,1069944.3952964589,62043215.125026114
679,142278723.69010583,356748.4320341267,223316.8589352167,111745.76996141017,1069526.2610267769,62099527.98793645
680,142223121.16488773,356609.0147468878,223229.58670674483,111702.09971450927,1069108.2901639673,62155818.843779966
681,142167540.36913648,356469.6519439247,223142.34858425983,111658.44653394085,1068690.482644171,62212087.70115702
682,142111981.29436022,356330.343603945,223055.14455443312,111614.81041303539,1068272.8384035535,62268334.5686646
683,142056443.93207037,356191.08970566455,222967.97460394126,111571.19134512598,1067855.3573783052,62324559.45489637
684,142000928.27378172,356051.89022780757,222880.83871946603,111527.58932354831,1067438.0395046417,62380762.368442595
685,141945434.31101233,355912.74514910654,222793.73688769445,111484.00434164066,1067020.8847188032,62436943.317890204
686,141889962.0352836,355773.6544483023,222706.66909531874,111440.43639274394,1066603.892957055,62493102.31182277
687,141834511.43812022,355634.6181041439,222619.63532903627,111396.88547020165,1066187.0641556873,62549239.35882051
688,141779082.5110502,355495.6360953888,222532.63557554968,111353.3515673599,1065770.3982510152,62605354.46746029
689,141723675.24560487,355356.7084008027,222445.66982156676,111309.83467756737,1065353.8951793786,62661447.646315604
690,141668289.6333189,355217.8349991597,222358.73805380048,111266.33479417537,1064937.5548771424,62717518.90395662
691,141612925.6657302,355079.015869242,222271.84025896905,111222.8519105378,1064521.3772806963,62773568.24895015
692,141557583.33438003,354940.2509898403,222184.97642379586,111179.38602001117,1064105.3623264548,62829595.689859666
693,141502262.63081294,354801.5403397535,222098.14653500944,111135.93711595456,1063689.5099508576,62885601.23524527
694,141446963.54657683,354662.8838977887,222011.35057934356,111092.50519172964,1063273.8200903686,62941584.89366374
695,141391686.07322282,354524.28164276143,221924.58854353716,111049.09024070071,1062858.2926814773,62997546.6736685
696,141336430.2023054,354385.73355349543,221837.86041433434,111005.69225623464,1062442.9276606971,63053486.58380963
697,141281195.92538235,354247.23960882274,221751.16617848442,110962.3112317009,1062027.7249645672,63109404.63263388
698,141225983.23401472,354108.7997875836,221664.50582274186,110918.94716047155,1061612.684529651,63165300.82868464
699,141170792.11976686,353970.4140686266,221577.87933386632,110875.60003592123,1061197.8062925367,63221175.18050199
700,141115622.57420644,353832.0824308086,221491.28669862266,110832.2698514272,1060783.0901898374,63277027.69662265
701,141060474.58890444,353693.8048529946,221404.72790378082,110788.95660036927,1060368.536158191,63332858.38558001
702,141005348.1554351,353555.58131405804,221318.20293611602,110745.66027612984,1059954.1441342602,63388667.25590412
703,140950243.26537594,353417.4117928805,221231.7117824086,110702.38087209393,1059539.9140547325,63444454.31612171
704,140895159.91030782,353279.29626835184,221145.25442944403,110659.11838164911,1059125.8458563199,63500219.574756175
705,140840098.0818149,353141.23471937014,221058.830864013,110615.87279818556,1058711.9394757592,63555963.040327564
706,140785057.77148452,353003.2271248418,220972.44107291132,110572.64411509603,1058298.194849812,63611684.72135261
707,140730038.97090742,352865.27346368146,220886.08504294002,110529.43232577585,1057884.6119152645,63667384.6263447
708,140675041.6716776,352727.37371481187,220799.76276090523,110486.23742362292,1057471.190608928,63723062.76381393
709,140620065.8653923,352589.5278571641,220713.47421361826,110443.05940203776,1057057.930867638,63778719.142267026
710,140565111.5436521,352451.7358696775,220627.2193878956,110399.89825442345,1056644.8326282548,63834353.77020743
711,140510178.69806084,352313.9977312996,220540.9982705588,110356.75397418562,1056231.8958276636,63889966.65613523
712,140455267.32022563,352176.31342098623,220454.81084843466,110313.6265547325,1055819.120402774,63945557.80854721
713,140400377.40175688,352038.6829177013,220368.65710835508,110270.51598947492,1055406.5062905205,64001127.235936835
714,140345508.93426827,351901.1062004171,220282.53703715713,110227.42227182623,1054994.0534278622,64056674.946794234
715,140290661.90937674,351763.583248114,220196.45062168303,110184.3453952024,1054581.7617517826,64112200.949606225
716,140235836.31870255,351626.1140397806,220110.3978487801,110141.28535302196,1054169.63119929,64167705.25285632
717,140181032.1538692,351488.6985544138,220024.3787053008,110098.242138706,1053757.6617074173,64223187.86502471
718,140126249.40650347,351351.33677101874,219938.39317810276,110055.2157456782,1053345.853213222,64278648.79458825
719,140071488.0682354,351214.02866860863,219852.44125404875,110012.20616736478,1052934.2056537862,64334088.05002053
720,140016748.13069832,351076.77422620496,219766.52292000665,109969.21339719457,1052522.7189662168,64389505.63979178
721,139962029.58552885,350939.57342283736,219680.63816284953,109926.23742859895,1052111.3930876448,64444901.57236895
722,139907332.42436683,350802.4262375437,219594.78696945548,109883.27825501186,1051700.227955226,64500275.85621567
723,139852656.6388554,350665.3326493701,219508.96932670783,109840.3358698698,1051289.2235061412,64555628.49979226
724,139798002.22064093,350528.2926373707,219423.18522149493,109797.41026661186,1050878.379677595,64610959.511555746
725,139743369.1613731,350391.306180608,219337.43464071036,109754.50143867967,1050467.696406817,64666268.89995983
726,139688757.45270485,350254.3732581526,219251.71757125278,109711.60937951742,1050057.1736310613,64721556.673454925
727,139634167.08629233,350117.4938490833,219166.03400002595,109668.7340825719,1049646.8112876064,64776822.840488136
728,139579598.053795,349980.6679324871,219080.3839139387,109625.87554129244,1049236.609313755,64832067.40950327
729,139525050.34687558,349843.8954874591,218994.76729990513,109583.0337491309,1048826.5676468352,64887290.38894084
730,139470523.95720002,349707.17649310257,218909.18414484433,109540.20869954173,1048416.6862241988,64942491.78723805
731,139416018.87643754,349570.5109285291,218823.63443568052,109497.40038598195,1048006.9649832223,64997671.61282879
732,139361535.09626064,349433.8987728582,218738.11815934305,109454.6088019111,1047597.4038613068,65052829.8741437
733,139307072.60834503,349297.34000521776,218652.63530276637,109411.83394079132,1047188.0027958779,65107966.57961008
734,139252631.40436968,349160.83460474375,218567.18585289005,109369.07579608724,1046778.7617243852,65163081.73765197
735,139198211.47601685,349024.3825505802,218481.76979665874,109326.33436126614,1046369.6805843033,65218175.356690094
736,139143812.814972,348887.98382187943,218396.3871210222,109283.60962979775,1045960.759313131,65273247.4451419
737,139089435.41292393,348751.63839780184,218311.0378129353,109240.90159515443,1045551.9978483914,65328298.01142153
738,139035079.26156455,348615.34625751595,218225.72185935802,109198.21025081104,1045143.3961276322,65383327.06393987
739,138980744.35258913,348479.1073801985,218140.4392472554,109155.53559024502,1044734.9540884255,65438334.61110448
740,138926430.67769614,348342.9217450343,218055.18996359757,109112.87760693635,1044326.6716683677,65493320.66131966
741,138872138.2285873,348206.7893312163,217969.9739953598,109070.23629436757,1043918.5488050797,65548285.222986415
742,138817866.99696755,348070.7101179457,217884.79132952238,109027.61164602372,1043510.5854362067,65603228.30450247
743,138763616.97454515,347934.6840844316,217799.6419530708,108985.00365539246,1043102.7814994182,65658149.91426227
744,138709388.1530315,347798.7112098914,217714.52585299555,108942.41231596393,1042695.1369324082,65713050.06065698
745,138655180.52414128,347662.7914735506,217629.44301629218,108899.83762123085,1042287.651672895,65767928.75207447
746,138600994.07959244,347526.9248546427,217544.3934299614,108857.27956468848,1041880.3256586212,65822785.99689936
747,138546828.81110615,347391.1113324095,217459.37708100898,108814.73813983459,1041473.1588273537,65877621.80351297
748,138492684.71040675,347255.3508861008,217374.3939564457,108772.21334016955,1041066.151116884,65932436.18029336
749,138438561.76922193,347119.6434949745,217289.44404328754,108729.7051591962,1040659.3024650274,65987229.1356153
750,138384459.97928253,346983.98913829663,217204.5273285554,108687.21359041998,1040252.612809624,66042000.6778503
751,138330379.33232263,346848.3877953414,217119.6437992754,108644.73862734885,1039846.0820885381,66096750.815366596
752,138276319.82007957,346712.839445391,217034.79344247864,108602.28026349327,1039439.7102396579,66151479.55652915
753,138222281.43429387,346577.3440677357,216949.9762452013,108559.8384923663,1039033.4972008963,66206186.909699656
754,138168264.16670933,346441.90164167405,216865.1921944847,108517.41330748348,1038627.4429101901,66260872.88323654
755,138114268.009073,346306.5121465125,216780.4412773751,108475.00470236292,1038221.5473055008,66315537.48549497
756,138060292.95313504,346171.1755615657,216695.72348092392,108432.61267052524,1037815.8103248138,66370180.72482684
757,138006338.99064896,346035.8918661562,216611.03879218758,108390.2372054936,1037410.2319061388,66424802.60958078
758,137952406.1133714,345900.66103961493,216526.38719822757,108347.8783007937,1037004.81198751,66479403.14810216
759,137898494.3130623,345765.4830612806,216441.7686861105,108305.53594995374,1036599.5505069853,66533982.348733075
760,137844603.58148476,345630.35791050026,216357.18324290798,108263.2101465045,1036194.4474026471,66588540.21981239
761,137790733.91040513,345495.28556662885,216272.63085569665,108220.90088397925,1035789.5026126022,66643076.76967569
762,137736885.29159296,345360.2660090294,216188.11151155824,108178.6081559138,1035384.7160749811,66697592.0066553
763,137683057.716821,345225.2992170731,216103.62519757953,108136.33195584646,1034980.087727939,66752085.9390803
764,137629251.17786527,345090.3851701391,216019.17190085232,108094.0722773181,1034575.617509655,66806558.57527651
765,137575465.66650495,344955.5238476146,215934.75160847348,108051.82911387214,1034171.3053583321,66861009.92356649
766,137521701.1745225,344820.71522889496,215850.3643075449,108009.60245905444,1033767.1512121981,66915439.99226956
767,137467957.69370347,344685.9592933835,215766.0099851735,107967.39230641344,1033363.1550095044,66969848.78970178
768,137414235.21583676,344551.25602049165,215681.6886284713,107925.19864950009,1032959.3166885267,67024236.32417597
769,137360533.7327144,344416.60538963886,215597.4002245553,107883.02148186788,1032555.6361875648,67078602.60400168
770,137306853.23613167,344282.0073802526,215513.14476054756,107840.86079707276,1032152.1134449427,67132947.63748524
771,137253193.71788698,344147.46197176835,215428.92222357512,107798.71658867327,1031748.7483990084,67187271.43292971
772,137199555.16978204,344012.9691436298,215344.73260077013,107756.58885023042,1031345.5409881341,67241573.99863492
773,137145937.58362168,343878.52887528844,215260.57587926975,107714.47757530774,1030942.491150716,67295855.34289746
774,137092340.95121402,343744.14114620397,215176.45204621612,107672.3827574713,1030539.5988251743,67350115.47401066
775,137038765.2643703,343609.805935844,215092.36108875647,107630.30439028968,1030136.8639499533,67404354.40026462
776,136985210.51490498,343475.5232236843,215008.30299404298,107588.24246733396,1029734.2864635217,67458572.1299462
777,136931676.69463575,343341.2929892085,214924.2777492329,107546.19698217773,1029331.8663043717,67512768.67133902
778,136878163.79538348,343207.1152119083,214840.2853414885,107504.16792839709,1028929.60341102,67566944.03272346
779,136824671.80897224,343072.9898712835,214756.32575797703,107462.15529957067,1028527.497722007,67621098.22237667
780,136771200.7272293,342938.9169468418,214672.39898587082,107420.1590892796,1028125.5491758973,67675231.24857257
781,136717750.5419851,342804.896418099,214588.50501234716,107378.1792911075,1027723.7577112793,67729343.11958183
782,136664321.2450733,342670.9282645788,214504.64382458833,107336.21589864054,1027322.1232667657,67783433.8436719
783,136610912.82833073,342537.012465813,214420.8154097817,107294.26890546735,1026920.645780993,67837503.429107
784,136557525.2835974,342403.1490013414,214337.01975511957,107252.3383051791,1026519.3251926218,67891551.8841481
785,136504158.60271657,342269.33785071166,214253.25684779926,107210.42409136944,1026118.1614403365,67945579.21705298
786,136450812.77753463,342135.5789934796,214169.52667502314,107168.52625763454,1025717.1544628456,67999585.43607616
787,136397487.7999012,342001.87240920897,214085.82922399853,107126.64479757306,1025316.3041988816,68053570.54946895
788,136344183.661669,341868.2180774715,214002.1644819378,107084.77970478617,1024915.6105872007,68107534.56547941
789,136290900.354694,341734.6159778468,213918.53243605827,107042.93097287754,1024515.0735665832,68161477.49235243
